sentence,sentiment,char_length,word_count
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,57,12
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,87,16
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,100,18
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral,91,17
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive,234,51
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive,149,26
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,127,24
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,107,20
International operations accounted for over 80 % of net sales .,neutral,63,11
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,192,30
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,146,27
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive,70,16
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,114,20
Net sales revenue per passenger is expected to increase .,positive,57,10
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,205,38
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral,85,15
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,100,19
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,90,18
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,60,13
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral,78,17
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,116,19
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,191,37
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral,89,19
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,positive,164,35
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral,80,15
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral,96,19
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,77,18
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral,156,29
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,77,15
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral,128,22
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",neutral,104,23
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral,63,16
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,77,14
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive,161,34
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",positive,105,19
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,124,24
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,98,23
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral,169,30
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",positive,154,28
The value of orders on hand totaled EUR 237.1 mn .,neutral,50,11
The value of the confirmed aircraft orders totals EUR 2bn .,neutral,59,11
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,143,31
Viking Line manages well with its current ferries .,positive,51,9
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,175,37
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,positive,152,29
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral,111,22
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive,154,29
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,134,24
`` They 've already allocated money for the inventory .,neutral,55,10
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive,222,39
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,151,30
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,neutral,156,27
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,124,21
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,73,10
"H+kan Dahlstr+m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,179,31
The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,neutral,145,24
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,138,23
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive,137,25
Acquisitions have been made and businesses have been well integrated .,positive,70,11
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,95,19
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,121,29
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,120,24
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,159,23
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",positive,249,39
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people .",neutral,95,16
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,positive,96,16
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,neutral,247,48
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive,76,18
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive,133,24
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,neutral,65,15
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,neutral,106,18
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,58,12
Efficiency programs totalling 100 million euros are under way in Finnair .,positive,74,12
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral,64,11
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,positive,130,22
European traffic grew nearly 30 % .,positive,35,7
Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .,neutral,220,40
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,neutral,213,40
Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,neutral,213,39
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,239,42
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive,202,37
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive,261,43
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,neutral,211,39
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,neutral,241,42
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+maco Borba mill in the Brazilian state of Paran+ .",positive,187,35
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",neutral,191,38
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,239,49
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+cs , where the company has two plants .",positive,195,32
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",neutral,120,22
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive,166,37
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",positive,198,38
"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",neutral,158,29
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral,121,21
"However , he expects banks to provide alternative financing .",positive,61,10
In 2005 the bank posted a net profit of Lt 8.2 mn .,neutral,51,13
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral,105,24
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral,61,13
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral,73,16
"In 2007 , Huhtamaki will continue to invest in organic growth .",neutral,63,12
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral,115,27
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive,64,14
"In 2009 , it reported net sales of approximately EUR 6mn .",neutral,58,12
"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",neutral,159,31
"In beers , Olvi retained its market position .",neutral,46,9
"In January-September 2007 , operating profit totaled EUR 20.5 mn .",neutral,66,11
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive,86,16
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,229,48
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive,63,15
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",positive,158,32
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive,108,16
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,118,25
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive,92,21
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive,92,21
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral,110,21
"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",positive,115,22
It will also strengthen Ruukki 's offshore business .,positive,53,9
It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,positive,141,24
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",positive,205,38
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive,187,29
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive,187,33
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,217,38
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive,200,35
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive,272,47
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,positive,177,29
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,109,21
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive,271,46
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,106,21
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,82,17
Net profit in the period in 2009 was ( EURO ) 29 million .,neutral,58,14
Net profit in the same period in 2006 was 36.6 million euros .,neutral,62,13
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral,66,15
Net profit was 35.5 mln compared with 29.8 mln .,positive,48,10
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral,122,26
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral,77,16
Net sales in 2007 are expected to be 10 % up on 2006 .,positive,54,14
Net sales in 2008 are expected to be on the same level as in 2007 .,neutral,67,16
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,102,19
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive,179,32
"Of this , EUR 38.8 mn was net interest income .",neutral,47,11
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",neutral,136,30
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,94,20
Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .,neutral,98,19
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,neutral,60,13
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive,105,22
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive,97,22
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,102,22
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,108,22
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,175,29
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive,98,16
Profit of the accounting period was EUR 0.3 mn .,neutral,48,10
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,119,23
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,162,31
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",neutral,138,32
"Sales are expected to increase in the end of the year 2006 , however .",positive,70,15
Satama 's net sales would be higher than the year before .,positive,58,12
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,63,13
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",positive,278,50
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",positive,230,40
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive,99,22
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,102,16
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive,143,24
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,positive,198,34
Tekla Group 's net sales for 2005 were approximately 38 million euros .,neutral,71,13
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive,108,19
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",positive,250,45
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,positive,141,22
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,75,13
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral,131,22
The amendment will not incur additional costs .,neutral,47,8
The announced restructuring will significantly decrease the Company 's indebtedness .,positive,85,11
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,108,20
The company closed last year with a turnover of about four million euros .,neutral,74,14
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,70,17
The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral,62,12
The company has exported into about twenty European countries as well as to Africa .,neutral,84,15
The company is well positioned in Brazil and Uruguay .,positive,54,10
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,126,27
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,96,19
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral,80,18
"The company 's profit totaled Ls 134,700 .",neutral,42,8
"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",neutral,108,26
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive,96,21
The company will build altogether 130 new substations by the end of this year .,neutral,79,15
The diesel margin has remained high .,positive,37,7
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive,149,25
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,117,20
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral,103,20
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral,229,42
The first quarter was as expected and was in line with analysts ' forecasts .,neutral,77,15
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,214,46
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,116,19
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",neutral,116,19
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral,103,21
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral,116,20
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral,116,20
The group will expand the chain to include 45 stores .,positive,54,11
The insurance division turned a EUR120m profit .,neutral,48,8
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive,109,18
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,82,17
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",positive,94,17
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,positive,133,20
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive,95,20
"The segment has an annual revenue of approximately EUR400m , the company said .",neutral,79,14
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,118,17
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive,100,20
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,96,17
This will bring cost savings of about EUR 3mn a year .,positive,54,12
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,positive,119,17
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive,168,27
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,125,26
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,104,15
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral,193,37
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,201,28
`` Leipurin is a growing and rapidly internationalizing Group .,positive,63,10
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive,171,29
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive,181,32
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive,168,29
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,224,46
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,228,47
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,218,39
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,218,39
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive,137,21
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,241,37
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive,92,19
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,98,21
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,246,47
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,216,45
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,207,41
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,206,42
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,212,44
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,195,42
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,99,16
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive,128,29
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,128,22
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,123,22
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,207,43
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,219,47
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,226,31
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive,85,20
"Net sales will , however , increase from 2005 .",positive,47,10
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive,98,18
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive,76,17
