sentence,sentiment,char_length,word_count
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,91,11
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,147,23
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,128,23
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,140,26
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral,92,15
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral,131,23
Currency conversions are based on exchange rates at the time of the deal .,neutral,74,14
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral,164,27
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,202,29
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral,78,16
Each share is entitled to one vote .,neutral,36,8
Each year the dividend is deducted from the subscription price .,neutral,64,11
Earnings per share EPS amounted to EUR0 .01 .,neutral,45,9
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,neutral,153,24
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral,54,11
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,126,20
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral,97,16
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral,178,32
"Ethanol would be made from barley , and production could start in 2008 .",neutral,72,14
"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",neutral,164,24
Exel is headquartered in Mantyharju in Finland .,neutral,48,8
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral,82,16
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",neutral,178,28
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral,121,21
Finnish Bank of +land will launch its long-term pension savings account at the beginning of June 2010 .,neutral,103,18
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,123,17
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,143,24
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral,95,18
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,88,17
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral,148,29
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral,76,16
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,134,20
GyPSii service supports ten different languages including Korean and Russian .,neutral,78,11
He confirmed his view on July 6 .,neutral,33,8
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,170,32
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",neutral,206,35
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,89,15
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",neutral,221,38
"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral,92,18
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral,225,38
IonPhasE 's second major owner is venture capital firm Aura Capital .,neutral,69,12
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,107,21
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,70,15
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,124,24
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral,108,21
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,188,31
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,64,12
KONE is listed on the Nordic Exchange in Helsinki .,neutral,51,10
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral,67,14
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,80,14
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,122,18
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral,112,25
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,270,45
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,102,18
Most of the dividend will go to the Grimaldi family .,neutral,53,11
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neutral,127,22
Net investment income,neutral,21,3
"no compensation for its news , opinions or distributions .",neutral,58,10
No financial details were disclosed .,neutral,37,6
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,130,33
Officials did not disclose the contract value .,neutral,47,8
Otherwise the situation is under control .,neutral,42,7
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,288,57
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,306,60
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,112,19
Payment of shares shall be effected on subscription .,neutral,53,9
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,208,38
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,133,21
Production is scheduled to start by the end of April 2007 .,neutral,59,12
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 - Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,151,25
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,92,16
Raute is listed on the Nordic exchange in Helsinki .,neutral,52,10
Registration is required .,neutral,26,4
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral,144,19
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral,134,23
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,99,19
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",neutral,144,28
Saunalahti is a part of the Elisa group .,neutral,41,9
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral,55,12
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,103,15
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,189,28
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral,187,31
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,100,19
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,80,11
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,80,11
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,79,17
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral,224,37
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,113,24
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,neutral,118,19
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,125,23
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,207,33
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,88,16
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,107,19
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,153,27
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+nnen Tehtaat 's other businesses .",neutral,144,28
The acquisition price was not disclosed .,neutral,41,7
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral,295,51
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,123,24
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,83,16
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,139,28
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral,82,18
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral,97,18
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral,100,16
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral,132,25
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,115,21
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral,184,29
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,136,20
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,90,18
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral,110,21
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,160,30
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,82,17
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,79,15
The company then said it will focus its resources on clinical research .,neutral,72,13
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,52,10
The company website is www.ahlstrom.com .,neutral,41,6
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,84,15
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral,81,15
The company will release its 2010 results on 11 February 2011 .,neutral,63,12
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,146,21
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,164,27
The contract includes heating plant equipment and associated installation work .,neutral,80,11
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,114,19
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral,155,30
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral,99,15
The customers will have an access to integrated propeller and gear packages from one source .,neutral,93,16
The deal is subject to approval by the Norwegian competition authorities .,neutral,74,12
The deal means that ten persons in three countries will transfer to Tieto .,neutral,75,14
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,83,15
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,64,12
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,212,33
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral,137,24
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral,79,16
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,59,13
The first group of customers to be trained will be paint-shop owners and their assistants .,neutral,91,16
The first stage of the contract covers 133 stores and 600 cash registers .,neutral,74,14
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,86,19
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,180,27
The front surfaces of these valve plates are directed towards each other .,neutral,74,13
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral,102,18
The increase range will vary up to 10 % .,neutral,41,10
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,154,29
"The latest date for registration is on 4 April , 2006 .",neutral,55,12
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,121,21
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral,191,34
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral,98,18
The maximum number of new shares to be offered is 22 million .,neutral,62,13
The measures taken will cause one-time costs during the final part of 2006 .,neutral,76,14
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,72,14
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,71,15
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral,103,19
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral,193,31
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral,105,17
The new SEPA cads will replace Finnish bank cards .,neutral,51,10
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,119,21
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,138,24
"The order includes a new Crecent former , headbox , and reel .",neutral,62,13
The output of the contracts totals 72 MWe .,neutral,43,9
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,99,21
The parties have agreed not to disclose the transaction value .,neutral,63,11
"The payment date is March 25 , 2010 .",neutral,37,9
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral,91,15
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,87,17
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,178,32
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,49,11
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral,170,27
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral,216,39
"The sale will be finalized in September or October , the company said .",neutral,71,14
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral,129,21
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral,176,31
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,97,16
The site will cover over six hectares .,neutral,39,8
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral,217,33
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,79,13
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,89,17
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,223,35
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,82,15
Two other sites will be included later on .,neutral,43,9
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,94,15
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,86,18
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,75,12
"We know that it exists , '' Artemyev said .",neutral,43,10
We offer our customers solutions based on renewable raw materials .,neutral,67,11
"When dialing in , the participants should quote 877417 as conference ID .",neutral,73,13
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,85,16
Yvonne Jones is owner of Chameleon Interiors .,neutral,46,8
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral,70,12
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,197,38
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,75,12
"` Sanoma is a buyer not a target , ' he said .",neutral,46,13
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,102,17
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,188,38
`` It wo n't happen overnight .,neutral,31,7
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,110,19
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,82,15
`` We know there are some of our own people out there . '',neutral,58,14
"+lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +lo P+rnits , chairman of the supervisory board of +lemiste City and Mainor .",neutral,247,43
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,212,39
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,273,57
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,181,33
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,91,17
A huge issue for us is the button placement .,neutral,45,10
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,74,13
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,78,17
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,137,29
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral,128,23
"Local government commissioner of +m+l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +m+l .",neutral,224,40
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,80,15
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,88,17
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,107,16
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,95,14
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral,130,20
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,104,17
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,108,16
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,77,15
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,205,38
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral,78,17
"After the transaction , Tikkurila has no powder coatings related operations .",neutral,77,12
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,203,30
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral,93,20
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV++N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv++n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral,185,28
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral,120,19
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral,131,23
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,128,26
An EU law on the issue may be introduced around 2010 .,neutral,54,12
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,74,14
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral,201,35
Arena Partners Oy is a development company for electronic business .,neutral,68,11
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,106,23
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,121,24
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,150,26
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,108,15
"At some point , it will spread also to Iran and Iraq .",neutral,54,13
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,75,17
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral,75,14
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,86,24
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,113,17
Basware finances the acquisition with a bank loan .,neutral,51,9
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,180,29
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral,102,21
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral,95,16
Bluewin Security is available as a monthly subscription .,neutral,57,9
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral,130,24
Capital base and capital adequacy measurement is based on approaches under Basel II .,neutral,85,14
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral,202,36
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",neutral,192,35
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,100,18
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,115,17
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,151,24
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,102,21
Closing of such transaction took place today .,neutral,46,8
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,102,21
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral,102,21
com and possibly also through photo-msn .,neutral,41,7
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,193,36
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,217,31
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,229,32
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral,192,35
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",neutral,213,35
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,166,27
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,166,27
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral,223,42
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral,67,12
Decisions are to be made as quickly as possible .,neutral,49,10
Deliveries by Outotec will take place over 30 months .,neutral,54,10
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral,106,21
Delivery is due in the second half of 2011 .,neutral,44,10
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,154,25
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,96,18
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral,159,31
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",neutral,171,29
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",neutral,186,36
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral,139,24
Eriikka S+derstr+m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,220,32
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",neutral,174,29
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,neutral,114,18
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral,191,32
Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,61,12
"Financial , strategic and operational factors are considered .",neutral,62,9
Financial details were n't disclosed .,neutral,38,6
Financial terms were not disclosed .,neutral,36,6
